Time (msec),AFCorrection,AFLearning,AFR,LOAD,RPM,Knock,FineLearnKnock,IAM,IgnitionTotalTiming,IDC,AIT,Boost,Manifold Relative Pressure (Corrected) (psi),MAF,Mass Airflow Sensor Voltage (V),Throttle Opening Angle (%),Vehicle Speed (mph)
1279842,-1.56,2.34,14.59,0.24,773,0,0,1,19.5,1.32,120,4.64,-9.29,3.13,1.24,4.71,4
1279908,-1.56,2.34,14.59,0.25,756,0,0,1,21.5,1.29,120,4.64,-9.29,3.14,1.26,4.71,3
1279975,-1.56,2.34,14.59,0.26,748,0,0,1,17.5,1.28,120,4.64,-9.29,4.17,1.48,7.84,3
1280044,-1.56,2.34,14.59,0.32,749,0,0,1,18.5,1.6,120,5.66,-8.27,5.72,1.68,10.98,3
1280109,-1.56,2.34,14.59,0.41,765,0,0,1,19.5,2.5,120,7.25,-7.55,9.04,1.76,11.76,3
1280179,-1.56,2.34,14.47,0.48,827,0,0,1,23,2.96,120,8.27,-6.24,10.38,1.78,11.76,3
1280243,-2.34,2.34,14.36,0.53,919,0,0,1,25,3.27,120,8.71,-5.37,10.69,1.78,11.76,3
1280311,-3.12,1.56,14.01,0.54,1052,0,0,1,26,3.37,120,9,-4.93,10.46,1.78,11.76,3
1280377,-4.69,1.56,13.67,0.55,1138,0,0,1,27,3.3,120,9,-4.93,10.53,1.76,10.98,3
1280444,-6.25,2.34,13.32,0.52,1267,0,0,1,29,3.31,118,8.71,-5.22,9.77,1.74,10.98,3
1280512,-6.25,2.34,13.55,0.49,1348,0,0,1,31,3.53,118,8.27,-5.66,9.6,1.74,10.98,3
1280579,-5.47,2.34,14.13,0.47,1413,0,0,1,32.5,3.32,118,7.69,-6.09,9.85,1.74,10.98,3
1280647,-3.91,2.34,14.59,0.46,1422,0,0,1,33,3.37,118,7.4,-6.38,10.05,1.76,10.98,3
1280714,-2.34,2.34,15.16,0.45,1423,0,0,1,33,3.64,118,7.25,-6.67,10.18,1.76,10.98,3
1280781,-0.78,1.56,15.73,0.45,1420,0,0,1,33,3.63,118,7.11,-6.82,10.25,1.76,10.98,3
1280847,0,1.56,15.85,0.46,1385,0,0,1,32,3.54,118,7.11,-6.82,10.38,1.76,10.98,3
1280914,0.78,1.56,15.73,0.46,1360,0,0,1,31.5,3.43,118,7.11,-6.82,10.32,1.76,10.98,3
1280983,0.78,1.56,15.39,0.47,1307,0,0,1,30,3.33,118,7.11,-6.82,10.22,1.76,10.98,3
1281046,0,1.56,15.16,0.48,1263,0,0,1,29,3.23,118,7.11,-6.82,10.11,1.76,10.98,3
1281114,0.78,1.56,14.93,0.49,1230,0,0,1,28.5,3.07,118,7.25,-6.67,10.06,1.74,10.98,3
1281182,0.78,2.34,14.81,0.5,1158,0,0,1,27,3.19,118,7.4,-6.53,9.83,1.74,10.98,3
1281252,1.56,2.34,14.93,0.51,1107,0,0,1,27,3.07,118,7.69,-6.24,9.72,1.72,10.98,3
1281321,1.56,2.34,15.04,0.53,1063,0,0,1,26.5,3.17,118,7.84,-6.09,9.73,1.74,10.98,3
1281383,2.34,2.34,15.04,0.55,1019,0,0,1,26,3.18,118,8.13,-5.8,9.56,1.72,10.98,4
1281452,2.34,2.34,15.04,0.56,983,0,0,1,25,3.07,118,8.42,-5.66,9.47,1.7,10.59,4
1281515,2.34,2.34,14.81,0.56,952,0,0,1,24.5,3.02,118,8.71,-5.37,9.11,1.68,10.2,4
1281584,0.78,2.34,14.47,0.56,986,0,0,1,24.5,2.94,118,8.71,-5.22,8.99,1.7,10.59,4
1281653,0.78,2.34,14.24,0.55,1049,0,0,1,25.5,3.24,118,8.71,-5.22,9.15,1.72,10.98,4
1281717,0,2.34,14.13,0.55,1092,0,0,1,26,3.3,118,8.71,-5.22,9.51,1.72,10.98,4
1281785,0,2.34,14.01,0.55,1099,0,0,1,26.5,3.28,118,8.71,-5.22,9.46,1.7,10.59,4
1281853,0.78,2.34,14.36,0.54,1089,0,0,1,26.5,3.25,118,8.56,-5.22,9.22,1.7,10.59,4
1281919,0.78,2.34,14.47,0.53,1128,0,0,1,27,3.37,118,8.56,-5.37,9.27,1.72,10.98,4
1281986,0.78,2.34,14.59,0.52,1174,0,0,1,27.5,3.34,118,8.27,-5.51,9.7,1.76,10.98,4
1282055,0.78,2.34,14.59,0.53,1229,0,0,1,28.5,3.4,118,8.27,-5.66,10.6,1.78,11.37,4
1282117,0.78,1.56,14.59,0.53,1221,0,0,1,28,3.41,118,8.27,-5.66,10.77,1.78,11.37,4
1282189,0.78,1.56,14.59,0.54,1237,0,0,1,28.5,3.69,118,8.27,-5.66,11.02,1.78,11.37,4
1282253,0.78,1.56,14.7,0.54,1262,0,0,1,29,3.8,118,8.13,-5.8,11.21,1.78,11.37,4
1282320,0.78,1.56,14.81,0.53,1309,0,0,1,30,3.98,118,7.98,-5.8,11.16,1.78,11.37,6
1282387,0.78,1.56,14.7,0.52,1353,0,0,1,31,3.73,118,7.84,-5.95,10.88,1.8,11.37,6
1282455,0.78,1.56,14.59,0.52,1344,0,0,1,31,3.76,118,7.84,-6.09,10.9,1.76,11.37,6
1282521,0.78,1.56,14.59,0.51,1361,0,0,1,31.5,3.77,118,7.69,-6.24,11.25,1.8,11.37,6
1282590,0.78,1.56,14.47,0.5,1406,0,0,1,32.5,3.9,118,7.69,-6.24,11.1,1.78,11.37,6
1282654,0,1.56,14.36,0.5,1433,0,0,1,33.5,4.02,118,7.55,-6.38,11.46,1.8,11.37,6
1282722,0,0.78,14.24,0.49,1465,0,0,1,34,4.04,118,7.4,-6.53,11.01,1.76,10.98,6
1282789,0,0.78,14.24,0.47,1458,0,0,1,34,3.77,118,7.11,-6.82,10.52,1.76,10.98,7
1282858,-0.78,0.78,14.13,0.46,1470,0,0,1,34,3.76,118,6.96,-6.96,10.16,1.76,10.98,7
1282927,-2.34,-0.78,13.9,0.44,1505,0,0,1,35,3.53,118,6.82,-7.11,10.23,1.74,10.59,7
1282987,-2.34,-0.78,14.01,0.42,1524,0,0,1,35.5,3.62,118,6.38,-7.4,9.41,1.68,9.8,7
1283054,-3.12,-0.78,14.01,0.4,1538,0,0,1,35.5,3.3,118,6.09,-7.84,8.8,1.66,9.8,7
1283125,-3.12,-0.78,14.13,0.38,1544,0,0,1,36,3.27,118,5.66,-8.13,8.57,1.64,9.41,7
1283191,-3.12,-0.78,14.24,0.36,1548,0,0,1,35.5,2.97,118,5.51,-8.42,8.16,1.64,9.41,7
1283258,-3.12,-0.78,14.47,0.35,1555,0,0,1,36,3.02,118,5.37,-8.56,8.21,1.62,9.41,8
1283325,-2.34,-0.78,14.7,0.34,1577,0,0,1,36.5,3.03,118,5.08,-8.85,8.18,1.62,9.41,8
1283395,-2.34,0,14.81,0.33,1594,0,0,1,36.5,3.04,118,5.08,-8.85,8.22,1.64,9.41,8
1283460,-2.34,0,14.93,0.33,1582,0,0,1,36.5,3.01,118,4.93,-9,8.32,1.64,9.8,8
1283528,-1.56,0,14.93,0.33,1569,0,0,1,36,3.04,118,4.93,-9,8.54,1.66,9.41,8
1283595,-1.56,0,14.93,0.33,1583,0,0,1,36.5,3.07,118,4.93,-9,8.44,1.66,9.8,8
1283660,-0.78,0,14.93,0.33,1610,0,0,1,37,3.07,118,4.93,-9,8.67,1.66,9.8,8
1283729,0,0,15.04,0.33,1614,0,0,1,37,3.07,118,4.93,-9,8.74,1.66,9.8,8
1283793,0.78,0,15.04,0.34,1598,0,0,1,37,3.09,118,4.93,-9,8.74,1.66,9.8,8
1283862,0.78,2.34,14.93,0.34,1592,0,0,1,36.5,3.43,118,4.93,-9,8.74,1.66,9.8,8
1283927,0.78,2.34,14.81,0.34,1597,0,0,1,37,3.41,118,4.93,-9,8.74,1.66,9.8,8
1283995,0.78,2.34,14.7,0.33,1624,0,0,1,37,3.45,118,4.93,-9,8.71,1.66,9.8,8
1284062,0.78,2.34,14.59,0.33,1639,0,0,1,37,3.47,118,4.93,-9,8.66,1.66,9.8,8
1284130,0.78,2.34,14.36,0.33,1620,0,0,1,37,3.47,118,4.93,-9,8.55,1.66,9.8,8
1284195,0,2.34,14.24,0.33,1611,0,0,1,37,3.11,118,4.93,-9,8.47,1.66,9.8,9
1284263,0,2.34,14.13,0.33,1623,0,0,1,37,3.15,118,4.79,-9.14,8.66,1.66,9.8,9
1284331,-0.78,2.34,14.13,0.32,1650,0,0,1,37,3.15,118,4.79,-9.14,7.78,1.62,9.8,9
1284399,-0.78,2.34,14.13,0.32,1656,0,0,1,37,3.16,118,4.79,-9.14,8.2,1.64,9.41,9
1284465,-0.78,2.34,14.24,0.31,1653,0,0,1,37,3.15,118,4.79,-9.14,8.21,1.6,9.02,9
1284532,-1.56,2.34,14.24,0.3,1634,0,0,1,36.5,3.16,118,4.64,-9.29,7.41,1.6,9.02,9
1284599,-1.56,2.34,14.36,0.29,1630,0,0,1,36.5,3.16,118,4.5,-9.43,7.49,1.58,9.02,9
1284665,-1.56,2.34,14.36,0.28,1641,0,0,1,36.5,2.83,118,4.35,-9.58,7.13,1.58,9.02,9
1284731,-2.34,2.34,14.24,0.28,1659,0,0,1,36.5,2.81,118,4.35,-9.58,7.53,1.6,9.02,9
1284799,-2.34,2.34,14.24,0.28,1664,0,0,1,36.5,2.82,118,4.35,-9.58,7.53,1.58,8.63,9
1284865,-3.12,2.34,14.36,0.27,1650,0,0,1,36.5,2.8,118,4.21,-9.72,6.66,1.56,8.24,9
1284937,-3.12,2.34,14.47,0.26,1637,0,0,1,36.5,2.8,117,4.06,-9.87,6.16,1.48,7.84,9
1285000,-3.12,2.34,14.47,0.24,1626,0,0,1,36.5,2.79,117,3.92,-10.01,5.75,1.46,7.45,9
1285067,-3.12,2.34,14.47,0.23,1630,0,0,1,36.5,2.45,117,3.92,-10.01,5.34,1.44,7.45,9
1285135,-3.12,2.34,14.47,0.22,1642,0,0,1,36.5,2.43,117,3.77,-10.16,5.19,1.42,7.45,9
1285201,-3.91,2.34,14.36,0.21,1629,0,0,1,36.5,2.41,117,3.77,-10.16,5.38,1.46,7.45,9
1285268,-3.91,2.34,14.47,0.21,1607,0,0,1,36.5,2.38,117,3.77,-10.16,5.54,1.46,7.45,9
1285335,-3.12,2.34,14.59,0.22,1584,0,0,1,36,2.39,117,3.77,-10.16,5.74,1.46,7.45,9
1285402,-1.56,2.34,14.93,0.22,1577,0,0,1,35.5,2.37,117,3.63,-10.3,5.83,1.46,7.45,9
1285470,-0.78,2.34,15.16,0.22,1581,0,0,1,35.5,2.34,117,3.63,-10.3,5.72,1.46,7.45,9
1285537,0.78,2.34,15.5,0.22,1578,0,0,1,35.5,2.34,117,3.63,-10.3,5.57,1.44,7.45,9
1285605,1.56,2.34,15.62,0.22,1572,0,0,1,35.5,2.37,117,3.63,-10.3,5.62,1.46,7.45,9
1285669,1.56,2.34,15.5,0.22,1572,0,0,1,35.5,2.36,117,3.63,-10.3,5.42,1.44,7.45,9
1285737,1.56,2.34,15.16,0.22,1576,0,0,1,35.5,2.33,117,3.63,-10.3,5.44,1.46,7.45,9
1285803,0.78,2.34,14.93,0.22,1574,0,0,1,35.5,2.33,117,3.63,-10.3,5.6,1.44,7.45,9
1285871,0.78,2.34,14.7,0.22,1552,0,0,1,35,2.34,117,3.63,-10.3,5.6,1.44,7.45,9
1285941,0.78,2.34,14.59,0.22,1547,0,0,1,34.5,2.33,117,3.63,-10.3,5.61,1.46,7.45,9
1286007,0.78,2.34,14.59,0.22,1543,0,0,1,34.5,2.27,117,3.63,-10.3,5.73,1.46,7.45,9
1286072,0.78,2.34,14.59,0.23,1514,0,0,1,33.5,2.58,117,3.77,-10.16,5.68,1.46,7.45,9
1286138,0.78,2.34,14.47,0.23,1503,0,0,1,33.5,2.57,117,3.77,-10.16,5.68,1.46,7.45,9
1286206,0.78,2.34,14.47,0.23,1492,0,0,1,33,2.53,117,3.77,-10.16,5.71,1.46,7.45,9
1286272,0,2.34,14.36,0.23,1499,0,0,1,33.5,2.56,117,3.92,-10.01,5.75,1.46,7.45,9
1286339,-0.78,2.34,14.13,0.23,1484,0,0,1,33,2.55,117,3.92,-10.01,5.75,1.46,7.45,9
1286411,-0.78,2.34,14.01,0.24,1500,0,0,1,33.5,2.55,117,3.92,-10.01,5.69,1.46,7.45,9
1286473,-1.56,2.34,13.9,0.23,1498,0,0,1,33,2.56,117,3.92,-10.01,5.57,1.44,7.45,9
1286540,-2.34,2.34,13.9,0.23,1476,0,0,1,32.5,2.52,117,3.92,-10.01,5.66,1.42,7.45,9
1286608,-2.34,2.34,13.9,0.23,1458,0,0,1,32,2.46,117,3.92,-10.01,5.56,1.46,7.45,9
1286676,-3.12,2.34,13.9,0.24,1425,0,0,1,31,2.14,117,4.06,-10.01,5.8,1.46,7.45,9
1286743,-3.91,2.34,13.9,0.24,1416,0,0,1,31,2.42,117,4.06,-9.87,5.83,1.48,7.45,9
1286809,-3.91,2.34,14.01,0.25,1427,0,0,1,31,2.42,117,4.06,-9.87,5.86,1.46,7.45,9
1286875,-3.91,2.34,14.13,0.25,1424,0,0,1,31,2.45,117,4.06,-9.87,5.81,1.46,7.45,9
1286942,-3.91,2.34,14.24,0.25,1442,0,0,1,31.5,2.45,117,4.06,-9.87,5.75,1.46,7.45,9
1287010,-3.91,2.34,14.36,0.25,1431,0,0,1,31,2.47,117,4.06,-9.87,5.74,1.46,7.45,9
1287078,-3.91,2.34,14.36,0.25,1428,0,0,1,31,2.44,117,4.06,-9.87,5.69,1.46,7.45,9
1287144,-4.69,2.34,14.47,0.25,1412,0,0,1,30.5,2.37,117,4.06,-9.87,5.74,1.46,7.45,9
1287211,-4.69,2.34,14.47,0.25,1374,0,0,1,29.5,2.35,117,4.06,-9.87,5.77,1.46,7.45,9
1287278,-4.69,2.34,14.47,0.25,1377,0,0,1,29.5,2.33,117,4.21,-9.72,5.78,1.46,7.45,9
1287345,-4.69,2.34,14.47,0.26,1364,0,0,1,29,2.35,117,4.21,-9.72,5.81,1.46,7.45,9
1287412,-4.69,2.34,14.47,0.26,1386,0,0,1,30,2.36,117,4.21,-9.72,5.81,1.46,7.45,9
1287479,-4.69,2.34,14.47,0.26,1390,0,0,1,30,2.39,117,4.21,-9.72,5.86,1.46,7.45,8
1287545,-4.69,2.34,14.59,0.26,1394,0,0,1,30,2.35,117,4.21,-9.72,5.86,1.46,7.45,8
1287614,-4.69,2.34,14.59,0.26,1347,0,0,1,28.5,2.3,117,4.21,-9.72,5.81,1.46,7.45,8
1287682,-3.91,2.34,14.59,0.26,1334,0,0,1,28.5,2.26,117,4.35,-9.72,5.86,1.46,7.45,8
1287748,-3.91,2.34,14.59,0.27,1334,0,0,1,28.5,2.29,117,4.35,-9.58,5.87,1.46,7.45,8
1287813,-3.91,2.34,14.59,0.26,1354,0,0,1,29,2.3,117,4.35,-9.58,5.81,1.46,7.45,8
1287880,-3.91,2.34,14.59,0.26,1352,0,0,1,29,2.34,117,4.35,-9.58,5.83,1.46,7.45,8
1287948,-3.91,2.34,14.59,0.26,1364,0,0,1,29,2.3,117,4.35,-9.58,5.81,1.46,7.45,8
1288015,-3.91,2.34,14.59,0.26,1326,0,0,1,28,2.26,117,4.35,-9.58,5.69,1.46,7.45,8
1288082,-3.91,2.34,14.59,0.27,1311,0,0,1,27.5,2.22,117,4.35,-9.58,5.75,1.46,7.45,8
1288148,-3.91,2.34,14.59,0.27,1299,0,0,1,27.5,2.24,117,4.35,-9.58,5.75,1.46,7.45,8
1288216,-3.91,2.34,14.59,0.26,1322,0,0,1,28,2.25,117,4.35,-9.58,5.68,1.44,7.45,8
1288281,-3.91,2.34,14.59,0.26,1327,0,0,1,28,2.28,117,4.35,-9.58,5.54,1.44,7.45,8
1288349,-3.91,2.34,14.59,0.26,1330,0,0,1,28,2.24,117,4.35,-9.58,5.57,1.44,7.45,8
1288415,-3.91,2.34,14.59,0.26,1292,0,0,1,27,2.21,117,4.35,-9.58,5.51,1.46,7.45,7
1288483,-3.12,2.34,14.7,0.26,1280,0,0,1,26.5,2.18,117,4.35,-9.58,5.68,1.46,7.45,7
1288550,-3.12,2.34,14.81,0.27,1283,0,0,1,27,2.19,117,4.5,-9.43,5.8,1.46,7.45,7
1288617,-2.34,2.34,14.81,0.27,1308,0,0,1,27.5,2.23,117,4.5,-9.43,5.83,1.48,7.45,7
1288685,-2.34,2.34,14.93,0.27,1309,0,0,1,27.5,2.21,117,4.5,-9.43,5.89,1.48,7.45,7
1288752,-2.34,2.34,14.93,0.27,1290,0,0,1,27,2.2,117,4.5,-9.43,5.84,1.46,7.45,7
1288818,-2.34,2.34,14.93,0.28,1271,0,0,1,26.5,2.14,117,4.5,-9.43,5.87,1.48,7.45,7
1288888,-2.34,2.34,14.93,0.28,1249,0,0,1,26,2.16,117,4.5,-9.43,5.87,1.48,7.45,7
1288952,-2.34,2.34,14.81,0.28,1274,0,0,1,26.5,2.17,117,4.5,-9.43,5.92,1.48,7.45,7
1289019,-2.34,2.34,14.7,0.28,1283,0,0,1,27,2.19,117,4.5,-9.43,6.04,1.5,7.84,7
1289090,-2.34,2.34,14.7,0.29,1293,0,0,1,27.5,2.21,117,4.64,-9.29,6.11,1.5,7.84,7
1289153,-2.34,2.34,14.59,0.29,1276,0,0,1,27,2.14,117,4.64,-9.29,6.14,1.48,7.84,7
1289221,-2.34,2.34,14.47,0.29,1240,0,0,1,26,2.39,117,4.64,-9.29,6.11,1.48,7.84,7
1289289,-2.34,2.34,14.47,0.3,1252,0,0,1,26,2.4,117,4.79,-9.14,6.08,1.5,7.45,7
1289354,-2.34,2.34,14.59,0.3,1258,0,0,1,26.5,2.42,117,4.79,-9.14,6.08,1.48,7.84,7
1289421,-1.56,2.34,14.59,0.3,1279,0,0,1,27,2.46,117,4.79,-9.14,6.11,1.5,7.84,7
1289489,-1.56,2.34,14.59,0.3,1272,0,0,1,27,2.42,117,4.79,-9.14,6.05,1.5,7.84,7
1289555,-1.56,2.34,14.59,0.3,1244,0,0,1,26,2.4,117,4.79,-9.14,6.14,1.5,7.84,7
1289622,-1.56,2.34,14.59,0.3,1247,0,0,1,26,2.38,117,4.79,-9.14,6.42,1.52,8.24,7
1289689,-1.56,2.34,14.59,0.31,1248,0,0,1,26.5,2.42,117,4.93,-9,6.52,1.52,8.24,7
1289758,-1.56,2.34,14.59,0.31,1274,0,0,1,27,2.45,117,4.93,-9,6.74,1.54,8.63,7
1289822,-1.56,2.34,14.59,0.32,1274,0,0,1,27,2.42,117,5.08,-8.85,6.9,1.54,8.63,7
1289891,-1.56,2.34,14.7,0.33,1252,0,0,1,26.5,2.41,117,5.22,-8.85,6.87,1.54,8.63,7
1289957,-1.56,2.34,14.7,0.34,1252,0,0,1,27,2.39,117,5.22,-8.71,7.15,1.58,9.02,7
1290026,-1.56,2.34,14.81,0.35,1252,0,0,1,27,2.71,117,5.37,-8.56,7.61,1.6,9.02,7
1290091,-0.78,2.34,15.04,0.35,1276,0,0,1,28,2.72,117,5.51,-8.42,7.88,1.6,9.02,7
1290157,-0.78,2.34,15.04,0.36,1276,0,0,1,28,2.72,117,5.66,-8.27,7.93,1.62,9.41,7
1290225,0,2.34,15.16,0.37,1274,0,0,1,28,2.74,117,5.66,-8.27,8.11,1.64,9.41,7
1290294,0,2.34,15.16,0.38,1279,0,0,1,28.5,2.71,117,5.8,-8.13,8.25,1.64,9.41,7
1290359,0.78,2.34,15.04,0.39,1278,0,0,1,28.5,3.03,117,5.8,-8.13,8.42,1.64,9.41,7
1290428,0.78,2.34,14.93,0.39,1304,0,0,1,29,3.05,117,5.95,-7.98,8.39,1.64,9.41,7
1290494,0.78,2.34,14.81,0.39,1304,0,0,1,29.5,3.09,117,5.95,-7.98,8.51,1.64,9.41,7
1290562,0.78,2.34,14.81,0.39,1317,0,0,1,29.5,3.07,117,5.95,-7.98,8.47,1.64,9.8,7
1290627,0.78,2.34,14.59,0.39,1312,0,0,1,29.5,3.1,117,5.95,-7.98,8.46,1.66,9.8,7
1290694,0.78,2.34,14.47,0.39,1331,0,0,1,30,3.12,117,6.09,-7.84,8.55,1.66,9.8,7
1290761,0,2.34,14.36,0.39,1337,0,0,1,30,3.14,117,5.95,-7.98,8.67,1.66,9.8,7
1290829,0,2.34,14.24,0.39,1358,0,0,1,31,3.19,117,5.95,-7.98,8.66,1.66,9.8,7
1290895,0,2.34,14.24,0.39,1356,0,0,1,30.5,3.21,117,5.95,-7.98,8.63,1.66,9.8,7
1290962,-0.78,2.34,14.13,0.39,1369,0,0,1,31,3.18,117,5.95,-7.98,8.55,1.66,9.8,7
1291031,-0.78,2.34,14.13,0.39,1363,0,0,1,31,3.24,117,5.95,-7.98,8.59,1.64,9.8,7
1291100,-1.56,2.34,14.13,0.38,1388,0,0,1,31.5,2.95,117,5.95,-7.98,8.3,1.64,9.8,7
1291163,-2.34,2.34,14.13,0.37,1392,0,0,1,31.5,2.99,117,5.8,-8.13,8.29,1.62,9.8,7
1291230,-2.34,2.34,14.01,0.37,1408,0,0,1,32,2.98,117,5.8,-8.13,8.34,1.64,9.8,7
1291298,-3.12,2.34,14.01,0.37,1396,0,0,1,31.5,3,117,5.8,-8.13,8.51,1.64,9.41,7
1291363,-3.12,2.34,14.13,0.37,1413,0,0,1,32,3,117,5.8,-8.13,8.52,1.62,9.41,7
1291432,-3.12,2.34,14.24,0.36,1427,0,0,1,32.5,3.04,117,5.66,-8.27,8.16,1.64,9.41,7
1291499,-3.12,2.34,14.36,0.36,1430,0,0,1,32.5,3.07,117,5.66,-8.27,8.08,1.62,9.41,7
1291567,-3.91,2.34,14.36,0.36,1440,0,0,1,32.5,3.05,117,5.51,-8.42,8.15,1.62,9.41,7
1291632,-3.91,2.34,14.24,0.35,1427,0,0,1,32,3.07,117,5.51,-8.42,7.91,1.6,9.41,7
1291699,-4.69,2.34,14.24,0.35,1440,0,0,1,32.5,2.75,117,5.51,-8.42,8.19,1.62,9.41,7
1291767,-4.69,2.34,14.24,0.34,1451,0,0,1,32.5,2.79,117,5.37,-8.56,8.03,1.6,9.41,8
1291833,-4.69,2.34,14.36,0.34,1450,0,0,1,32.5,2.81,117,5.37,-8.56,7.89,1.62,9.41,8
1291897,-4.69,2.34,14.36,0.34,1464,0,0,1,33,2.8,117,5.37,-8.56,8.2,1.62,9.41,8
1291969,-4.69,2.34,14.47,0.34,1459,0,0,1,33,2.82,117,5.37,-8.56,8.15,1.62,9.41,8
1292034,-4.69,2.34,14.59,0.34,1456,0,0,1,32.5,2.82,117,5.37,-8.56,8.33,1.62,9.41,8
1292099,-3.91,2.34,14.59,0.34,1466,0,0,1,33,2.8,117,5.37,-8.56,8.03,1.6,9.02,8
1292167,-3.91,2.34,14.7,0.34,1460,0,0,1,33,2.83,117,5.22,-8.71,7.85,1.56,9.02,8
1292235,-3.91,2.34,14.7,0.33,1471,0,0,1,33,2.82,117,5.22,-8.71,7.56,1.6,9.02,8
1292300,-3.91,2.34,14.59,0.32,1482,0,0,1,33.5,2.83,117,5.22,-8.71,7.49,1.6,9.02,8
1292368,-4.69,2.34,14.36,0.32,1473,0,0,1,33,2.85,117,5.08,-8.85,7.79,1.6,9.02,8
1292437,-4.69,2.34,14.36,0.32,1484,0,0,1,33.5,2.83,117,5.08,-8.85,7.62,1.58,9.02,8
1292501,-4.69,2.34,14.36,0.32,1484,0,0,1,33,2.83,117,5.08,-8.85,7.61,1.6,9.02,8
1292568,-3.91,2.34,14.47,0.31,1475,0,0,1,33,2.84,117,5.08,-8.85,7.19,1.58,8.63,8
1292636,-3.91,2.34,14.59,0.31,1484,0,0,1,33,2.83,117,4.93,-9,7.08,1.58,8.63,8
1292707,-3.91,2.34,14.59,0.3,1486,0,0,1,33,2.85,117,4.93,-9,6.82,1.56,9.02,8
1292771,-3.91,2.34,14.59,0.3,1471,0,0,1,32.5,2.85,117,4.93,-9,6.95,1.56,8.63,8
1292837,-3.91,2.34,14.59,0.3,1487,0,0,1,33,2.83,117,4.93,-9,6.97,1.56,8.63,8
1292903,-3.91,2.34,14.7,0.3,1486,0,0,1,33,2.85,117,4.79,-9.14,7.2,1.56,9.02,8
1292970,-3.91,2.34,14.7,0.29,1478,0,0,1,33,2.85,117,4.93,-9,7.11,1.56,9.02,8
1293037,-3.91,2.34,14.7,0.3,1484,0,0,1,33,2.83,117,4.79,-9,7.25,1.58,9.02,8
1293106,-3.12,2.34,14.81,0.3,1470,0,0,1,32.5,2.84,117,4.93,-9,7.43,1.58,9.02,8
1293173,-3.12,2.34,14.93,0.3,1471,0,0,1,32.5,2.85,117,4.93,-9,7.39,1.56,9.02,8
1293239,-2.34,2.34,15.04,0.3,1486,0,0,1,33,2.83,117,4.93,-9,7.03,1.58,9.02,8
1293306,-1.56,2.34,15.04,0.3,1471,0,0,1,32.5,2.84,117,4.93,-9,7.61,1.58,9.02,8
1293375,-1.56,2.34,14.93,0.31,1468,0,0,1,32.5,2.84,117,4.93,-9,7.65,1.6,9.41,8
1293441,-1.56,2.34,14.81,0.32,1481,0,0,1,33,2.83,117,5.08,-8.85,7.79,1.62,9.02,8
1293507,-1.56,2.34,14.81,0.32,1476,0,0,1,33,2.86,117,5.08,-8.85,8.02,1.62,9.41,8
1293575,-0.78,2.34,14.81,0.33,1481,0,0,1,33,2.84,117,5.08,-8.85,8.02,1.62,9.41,8
1293643,0,2.34,14.81,0.33,1490,0,0,1,33.5,2.84,117,5.08,-8.85,7.98,1.62,9.41,9
1293710,0,2.34,14.81,0.33,1475,0,0,1,33,2.84,117,5.22,-8.71,7.93,1.6,9.41,9
1293774,0,2.34,14.7,0.33,1476,0,0,1,33,2.83,117,5.22,-8.71,7.88,1.62,9.41,9
1293843,-0.78,2.34,14.59,0.33,1494,0,0,1,33.5,2.85,117,5.22,-8.71,8.16,1.62,9.41,9
1293909,-0.78,2.34,14.47,0.34,1488,0,0,1,33.5,2.88,117,5.22,-8.71,8.29,1.64,9.41,9
1293982,-0.78,2.34,14.47,0.34,1493,0,0,1,33.5,3.19,117,5.22,-8.71,8.34,1.64,9.41,9
1294044,-0.78,2.34,14.47,0.34,1504,0,0,1,34,3.19,117,5.22,-8.71,8.34,1.62,9.41,9
1294110,-0.78,2.34,14.36,0.34,1494,0,0,1,33.5,3.2,117,5.22,-8.71,8.29,1.64,9.41,8
1294179,-0.78,2.34,14.24,0.34,1492,0,0,1,34,3.18,117,5.22,-8.71,8.13,1.62,9.41,8
1294249,-1.56,2.34,14.13,0.34,1510,0,0,1,34,3.2,117,5.22,-8.71,8.29,1.64,9.41,8
1294313,-2.34,2.34,14.01,0.34,1502,0,0,1,34,3.24,117,5.22,-8.71,8.25,1.62,9.41,8
1294379,-3.12,2.34,14.01,0.34,1504,0,0,1,34,2.89,117,5.22,-8.71,8.29,1.62,9.41,8
1294446,-3.91,2.34,13.9,0.34,1516,0,0,1,34.5,2.89,117,5.22,-8.71,8.25,1.64,9.41,8
1294511,-3.91,2.34,14.01,0.34,1506,0,0,1,34,2.91,117,5.22,-8.71,8.34,1.64,9.41,8
1294581,-3.91,2.34,14.13,0.34,1510,0,0,1,34,2.92,117,5.08,-8.85,8.43,1.64,9.41,9
1294647,-4.69,2.34,14.13,0.34,1529,0,0,1,34.5,2.92,117,5.08,-8.85,8.21,1.64,9.41,9
1294716,-4.69,2.34,14.24,0.33,1531,0,0,1,34.5,2.94,117,5.08,-8.85,7.83,1.62,9.41,9
1294780,-4.69,2.34,14.36,0.33,1510,0,0,1,34,2.92,117,5.08,-8.85,8.02,1.62,9.41,9
1294846,-4.69,2.34,14.36,0.33,1520,0,0,1,34.5,2.9,117,5.08,-8.85,7.81,1.6,9.41,9
1294916,-5.47,2.34,14.36,0.32,1527,0,0,1,34.5,2.92,117,5.08,-8.85,7.89,1.6,9.41,9
